calories_kcal,carbohydrates_g,protein_g,fat_g,fiber_g,cholesterol_mg,sodium_mg,potassium_mg,calcium_mg,vitamin_a_iu,vitamin_c_mg,iron_mg,price_try,protein_calorie_ratio,carb_fiber_ratio,protein_price_ratio,meal_role_Ana Yemek,meal_role_Salata,meal_role_Tek Öğün,meal_role_Yan Yemek,meal_role_Çorba,main_ingredient_Bakliyat,main_ingredient_Balık,main_ingredient_Kırmızı Et,main_ingredient_Sebze,main_ingredient_Süt Ürünü,main_ingredient_Tahıl,main_ingredient_Tavuk
0.2603211009174312,0.07550644567219153,0.3485915492957746,0.358974358974359,0.006696428571428572,0.006220095693779904,0.4223058392562066,0.15733100937548317,0.00442332943123332,0.010788651408666984,2.874975858981337e-05,0.007370090493516186,0.05451551395389154,0.4667492041032896,0.10535061758940296,0.5112938285606276,False,False,False,False,True,False,False,False,False,False,False,True
0.06536697247706422,0.0847145488029466,0.04225352112676056,0.12761341222879685,0.003985969387755103,0.023371365476628634,0.06822751796770789,0.0462964264462655,0.01469980888254679,0.04039017469887874,1.0314798883368155e-05,0.0010262151320085827,0.13511873808285663,0.13636363636363635,0.16307357783149043,0.05235800018901805,False,False,False,False,True,False,False,False,True,False,False,False
0.14449541284403672,0.13351749539594843,0.14084507042253522,0.17948717948717946,0.03380102040816327,0.017911912648754753,0.20719106492265427,0.17493873840949448,0.023543619496828476,0.0034115518816240243,2.249504011798374e-05,0.005457598656591099,0.16172646905876237,0.2872302794481783,0.03958305578288259,0.15622341933654665,False,False,False,False,True,False,False,True,False,False,False,False
0.29357798165137616,0.24769797421731124,0.39612676056338025,0.22090729783037477,0.015784438775510203,0.0427800269905533,0.5660574568476379,0.2708769661105098,0.02109127780958322,0.11430700004160914,0.00011916884667380655,0.0077899057747924235,0.5221008840353615,0.48231340643792003,0.14632241687760503,0.23419336546640207,False,False,False,False,True,False,False,False,False,False,False,True
0.13532110091743121,0.15101289134438306,0.08450704225352111,0.16962524654832345,0.06313775510204081,0.0007361059992638939,0.08714089470226363,0.32572424553364354,0.07523077930918588,0.059673824096438066,0.00022056112505925527,0.005970706222595392,0.023227595770497544,0.17704280155642022,0.02220026930323735,0.14176353841791892,False,False,False,False,True,False,False,False,True,False,False,False
0.045871559633027525,0.045119705340699826,0.0,0.15187376725838264,0.00350765306122449,0.003275671696724328,0.15539827589639452,0.0,0.0,0.0068766012082497035,5.267131344698633e-06,0.0011661535591006623,0.6110244409776391,0.0,0.11179355480273301,0.0,False,False,False,False,True,False,False,False,False,False,True,False
0.1639908256880734,0.1685082872928177,0.2112676056338028,0.14792899408284022,0.019770408163265307,0.004097656729235676,0.2770212427083956,0.06100857896537021,0.0024922171618346135,0.0695169576993721,0.0003842811243569711,0.0037316913891221196,0.2363494539781591,0.3981252210824195,0.0835428839236435,0.19780739060580285,False,False,False,False,True,False,False,False,False,False,False,True
0.2603211009174312,0.15377532228360957,0.22359154929577463,0.3451676528599606,0.03571428571428571,0.04358974358974359,0.14423938362300665,0.11844219857657581,0.025745315343797794,0.010853244620039351,4.071053601839985e-05,0.010402089747177908,0.23600277344427112,0.2948355146798726,0.042745941419408864,0.2094320007560722,False,False,False,False,True,False,False,True,False,False,False,False
0.29931192660550465,0.2569060773480663,0.2535211267605633,0.2958579881656805,0.048150510204081634,0.14157772052508893,0.23493400226960523,0.24593190241251192,0.07013241505811851,0.11644412390008263,0.00010106308267640502,0.009235936188077245,0.266510660426417,0.298903431199151,0.051760581809184865,0.2234193365466402,False,False,False,False,True,False,False,True,False,False,False,False
0.2637614678899083,0.15101289134438306,0.2288732394366197,0.3451676528599606,0.03380102040816327,0.05827505827505827,0.35330187740150115,0.12119721312473938,0.010772074635495439,0.012151845562783217,7.790965114033394e-06,0.009935628323537641,0.34338706881608594,0.2987265652635302,0.044496293511980665,0.17597580568944335,False,False,False,False,True,False,False,True,False,False,False,False
0.18348623853211013,0.16298342541436464,0.11267605633802816,0.23471400394477318,0.0545280612244898,0.054612930928720396,0.2933862907881901,0.09984116497758037,0.040026431743156364,0.01817922436630295,3.676018750987587e-05,0.007463382778244239,0.109637718842087,0.19048461266360098,0.028528419580153397,0.143370191853322,False,False,False,False,True,True,False,False,False,False,False,False
0.16972477064220184,0.11325966850828732,0.3133802816901408,0.15976331360946744,0.013392857142857144,0.008686050791313949,0.2585757231877999,0.06802262110584784,0.013913692383499529,0.06296490765746578,3.006654142598803e-05,0.004757906521130703,0.05546888542208356,0.581004598514326,0.0835428839236435,0.4587468103203856,False,False,False,False,True,False,False,False,False,False,False,True
0.06192660550458717,0.06813996316758748,0.03169014084507042,0.14792899408284022,0.026785714285714284,0.003275671696724328,0.2425292161898505,0.16148227279329427,0.010598331496213255,0.03891641915842575,0.00018873887318503432,0.00279876854184159,0.039694921130178584,0.10470463388751325,0.02758514454827475,0.0534921084963614,False,False,False,False,True,False,False,False,True,False,False,False
0.06077981651376149,0.10313075506445672,0.03169014084507042,0.10650887573964496,0.0027104591836734694,0.006551343393448656,0.14069561408747938,0.0659188770035937,0.0024608864318001215,0.008686003681416771,5.0915602998753444e-05,0.002239014833473272,0.030681227249090004,0.10576582950123806,0.23562903241154864,0.05519327095737643,False,False,False,False,True,False,False,False,False,False,True,False
0.06651376146788993,0.06721915285451198,0.0704225352112676,0.1282051282051282,0.04049744897959184,0.0023310023310023306,0.11571004798025046,0.08339541486864484,0.0960628665339383,0.04357664103412543,0.0008943150095686221,0.004897844948222783,0.23244929797191882,0.22709586133710646,0.016852268618084237,0.0678574803893772,False,False,False,False,True,False,False,False,True,False,False,False
0.12385321100917432,0.12615101289134437,0.05281690140845069,0.1913214990138067,0.04336734693877551,0.0,0.15463178641820466,0.28692914271256487,0.018408228019356696,0.029374060079612126,0.000464165949751567,0.007370090493516186,0.06647599237302826,0.11478599221789884,0.028579568163218702,0.07853700028352707,False,False,False,False,True,False,False,False,True,False,False,False
0.17087155963302755,0.21731123388581955,0.061619718309859135,0.1893491124260355,0.07174744897959184,0.0,0.14388102490593085,0.163937421812406,0.005904418487409319,0.020939692528388322,0.00035992064188773986,0.009235936188077245,0.15479285838100193,0.10541209762999645,0.02813469444074377,0.0711652962857953,False,False,False,True,False,False,False,False,False,False,True,False
0.2603211009174312,0.05893186003683243,0.3415492957746478,0.36351084812623274,0.010044642857142858,0.037357379462642615,0.2291604451611619,0.14919715689995267,0.08213778115769896,0.0,0.0,0.007883198059520476,0.44323106257583633,0.45719844357976647,0.06335049388120208,0.22474246290520744,False,False,True,False,False,False,False,True,False,False,False,False
0.8910550458715597,0.7651933701657458,0.4401408450704225,0.8284023668639054,0.018494897959183673,0.04050423260949577,0.21983316410838363,0.21088980410347236,0.0385254049496857,0.13362512557039175,4.52095440419966e-05,0.014693534844668343,0.5149072629571849,0.19243013795542976,0.37647974040309845,0.26264058217559777,False,False,False,True,False,False,False,True,False,False,False,False
0.34174311926605505,0.46961325966850836,0.12323943661971828,0.23076923076923078,0.12627551020408165,0.010796221322537112,0.042346055067789524,0.13554390453031218,0.007755779807629317,0.003968717864381996,3.6650455606861317e-05,0.016699318966321486,0.7320159473045589,0.12203749557835161,0.03398050168433474,0.05708345146961535,False,False,False,True,False,False,False,False,False,False,True,False
0.3302752293577982,0.3637200736648251,0.20070422535211263,0.2406311637080868,0.20790816326530612,0.004091522512575144,0.24099623723347072,0.11516241935257159,0.09626794040325498,0.0038220952373404244,6.364450374844181e-05,0.022296856050004664,0.16051308719015428,0.21436151397240888,0.013450293093275983,0.222001701162461,False,False,False,True,False,True,False,False,False,False,False,False
0.8692660550458716,0.5386740331491713,0.709507042253521,0.8599605522682446,0.02662627551020408,0.08736351367930315,0.3481753568655558,0.2534004282454586,0.11955521756343761,0.08222993201861713,6.957002651122777e-05,0.01502005784121653,0.41090310279077824,0.32879377431906615,0.19204449213025526,0.48861166241376053,False,False,True,False,False,False,False,False,False,False,False,True
0.5286697247706422,0.6574585635359117,0.44894366197183094,0.23274161735700197,0.004145408163265307,0.002361673414304993,0.23357024826295567,0.09909618655384227,0.013138968877192084,0.0027275771403436127,2.5238337693347614e-05,0.008303013340796715,0.12203154792858384,0.32684824902723736,1.0,0.5421982799357338,False,False,True,False,False,False,False,False,False,False,False,True
0.5779816513761469,0.4714548802946594,0.2640845070422535,0.6213017751479291,0.01594387755102041,9.814746656851919e-05,0.12666985207748513,0.08311429093515876,0.057244092021202356,0.775258422380161,3.0286005232017135e-05,0.020524302640171656,0.013693881088576887,0.17014503006720905,0.26751244219020615,0.44570456478593706,False,False,False,True,False,False,False,True,False,False,False,False
0.5986238532110092,0.7983425414364641,0.24647887323943662,0.35305719921104534,0.0784438775510204,0.005459452827873881,0.12347448685022595,0.07472742691949079,0.03270643390782499,0.0019374000638006572,0.0,0.005037783375314862,0.05824232969318777,0.1521047046338875,0.09893622842243496,0.3587562612229468,False,False,False,True,False,False,False,False,False,False,True,False
0.2603211009174312,0.345303867403315,0.11091549295774646,0.21104536489151876,0.05532525510204081,0.006551343393448656,0.22240140158076013,0.10974609823407315,0.018262967361924048,0.06044220591760999,0.0005179345822286989,0.00876947476443698,0.0450684694054429,0.13972408914043152,0.06032321146489543,0.17106133635762216,False,False,False,True,False,False,False,False,False,False,True,False
0.6204128440366973,0.6491712707182321,0.2764084507042253,0.5088757396449705,0.018176020408163265,0.030180345969819652,0.1397200820243286,0.17717367368070883,0.009094456454557625,0.19380737353303074,0.00016613410116403604,0.008209721056068662,0.5149072629571849,0.16660771135479305,0.32549828235921063,0.1650127587184576,False,False,False,True,False,False,False,True,False,False,False,False
0.831422018348624,0.914364640883978,0.380281690140845,0.6213017751479291,0.018176020408163265,0.012857318120476014,0.3608771825041311,0.10849509673006012,0.01604133377766005,0.004873815378335912,6.254718471829626e-06,0.00876947476443698,0.6482059282371295,0.17598160594269543,0.4552622375958739,0.19345997542765334,False,False,True,False,False,False,False,False,False,False,False,True
0.33142201834862384,0.4373848987108656,0.12147887323943662,0.2485207100591716,0.09119897959183673,0.005459452827873881,0.21668757092516278,0.1415927544991543,0.005924356224703995,0.0005258600704977442,1.788630019137244e-05,0.013527381285567682,0.6724735656092911,0.1238061549345596,0.04523675846449575,0.06001323126358568,False,False,False,True,False,False,False,False,False,False,True,False
0.5263761467889909,0.6813996316758748,0.5492957746478871,0.16568047337278105,0.009406887755102043,0.010550852656115812,0.2748213183619025,0.1596737088212005,0.9999999999999999,0.0016108675106053733,0.00033007356426778095,0.006670398358055788,0.4835326746403189,0.40519985850725143,0.5890812049178769,0.3415556185615726,False,False,True,False,False,False,False,False,False,False,False,True
0.6284403669724772,1.0,0.17077464788732394,0.23668639053254437,0.029496173469387755,0.005275426328057906,0.17513786856198613,0.21301228980129222,0.03653447946840296,0.04946294509378895,0.0002194638060291097,0.007043567496968,0.343820419483446,0.09533073929961089,0.3212969615362656,0.13155656365182875,False,False,False,True,False,False,False,False,False,False,True,False
0.39793577981651385,0.36841620626151017,0.3028169014084507,0.3437869822485207,0.10554846938775511,0.058594037541405956,0.45038722650261803,0.2822156314277816,0.011344572520671161,0.008399495142630135,0.00032436750531102414,0.02080417949435582,0.3328999826659732,0.2803325079589671,0.03194823763393792,0.23665060013231265,False,False,False,True,False,False,False,False,False,False,True,False
0.8520642201834863,0.9484346224677717,0.4172535211267605,0.5207100591715977,0.02152423469387755,0.027665317139001347,0.9999999999999999,0.443009150584035,0.053287875292301466,0.0056968834766206265,7.34106431167372e-05,0.011941412445190782,0.19197434564049232,0.18995401485673857,0.40637965571056095,0.42670825063793594,False,False,True,False,False,False,False,False,False,False,False,True
0.47821100917431203,0.352670349907919,0.3820422535211267,0.4812623274161736,0.04272959183673469,0.031983805668016195,0.46939019291644274,0.32568676234251204,0.027180832429014534,0.016427678389211747,0.0001614156293344102,0.015299934695400688,0.4744323106257584,0.30279448178280866,0.08021584702053557,0.24061997920801437,False,False,False,True,False,False,False,True,False,False,False,False
0.7339449541284404,0.7062615101289135,0.5598591549295774,0.5522682445759369,0.06345663265306122,0.04972396025027604,0.44006450456907364,0.3346218180284778,0.07283825083382466,0.025450121558083367,0.00012959337746018928,0.009142643903349191,0.4676720402149419,0.3019101521047046,0.10827679234151077,0.3556374633777526,False,False,True,False,False,False,False,True,False,False,False,False
0.4942660550458716,0.6353591160220995,0.18838028169014082,0.40236686390532544,0.0664859693877551,0.005459452827873881,0.3209002767325649,0.25223376392149144,0.04353262525883455,0.03993009667186451,0.00016832873922432713,0.00438473738221849,0.04836193447737913,0.13671736823487796,0.0927716346611347,0.28399962196389755,False,False,False,True,False,False,False,False,False,False,True,False
0.18233944954128442,0.31675874769797424,0.16373239436619716,0.0690335305719921,0.017857142857142856,0.001637835848362164,0.05339544884429314,0.04305413041339274,0.006160760824055164,0.0009173821124357783,1.0973190301455485e-06,0.0002332307118201325,0.014560582423296942,0.2829854969932791,0.1654353339169823,0.2776675172478972,False,False,False,True,False,False,False,False,False,False,False,True
0.45642201834862395,0.10773480662983427,0.11619718309859155,0.8579881656804734,0.08386479591836735,0.0,0.31865058034203353,0.4517474195165605,0.07151666367600608,0.04720495663734875,0.0006836297557806767,0.029946823397705012,0.719015427283758,0.08524938096922532,0.01040159964219782,0.054531707778092804,False,False,False,True,False,False,False,False,True,False,False,False
0.5619266055045872,0.7836095764272559,0.2605633802816901,0.3242603550295858,0.07270408163265306,0.015274199484725798,0.35264488642019554,0.26050349296487363,0.0799389335589146,0.06685793654410468,0.0002194638060291097,0.0061572907920514975,0.02565435950771361,0.17226742129465863,0.10487362731477078,0.4216047632548908,False,False,False,True,False,False,False,False,False,False,True,False
0.81651376146789,0.5064456721915286,0.9278169014084505,0.7573964497041421,0.06074617346938776,0.0013863329652803334,0.5889426426964502,0.5886547751242802,0.05049089557467679,0.004120888374608924,6.485155468160191e-05,0.0069036290698759216,0.9341306985612757,0.4623275557127697,0.08078502369487849,0.35894527927417064,False,False,False,True,False,False,False,False,False,False,False,True
0.32798165137614677,0.3646408839779006,0.23415492957746475,0.2662721893491124,0.0353954081632653,0.014231382652435282,0.279061896513966,0.19195610718318504,0.006314566226042671,0.009037105431575779,7.571501308004284e-05,0.005970706222595392,0.2369561449124632,0.253979483551468,0.09989853548522164,0.21878839429165484,False,False,False,True,False,False,False,True,False,False,False,False
0.886467889908257,0.6648250460405157,0.6989436619718309,0.8106508875739646,0.03970025510204081,0.05950190160716476,0.6897808039180553,0.5383710742214038,0.11069146921186124,0.04199945710000258,0.00020399160770405745,0.015066703983580556,0.8342867048015253,0.3174743544393349,0.16184065907923037,0.2950571779604952,False,False,True,False,False,False,False,True,False,False,False,False
0.5263761467889909,0.3775322283609577,0.5404929577464788,0.5009861932938856,0.0392219387755102,0.012268433321064899,0.3881721714547373,0.23895065806427432,0.04589382300416128,0.029821853508144498,0.00012838632652702916,0.004104860528034332,0.1882475299011961,0.3983020870180403,0.0934555982718916,0.5564691428031376,False,False,True,False,False,False,False,False,False,False,False,True
0.3348623853211009,0.3029465930018416,0.4278169014084507,0.22287968441814596,0.03380102040816327,0.01713286713286713,0.38720659380039424,0.2927577789335095,0.04626409526820529,0.012670572640614072,0.00017096230489667646,0.0031719376807538015,0.344600450684694,0.4672798019101521,0.0871631330529281,0.3272847556941688,False,False,False,True,False,False,False,False,False,False,True,False
0.3910550458715597,0.36832412523020264,0.2411971830985915,0.4418145956607495,0.011798469387755101,0.0,0.2601485197794103,0.6396928252486775,0.00185990606477486,0.0010481536446620447,3.3687694225468335e-05,0.002518891687657431,0.24752990119604779,0.22373540856031127,0.2723114877338561,0.22058406577828182,False,False,True,False,False,False,False,False,False,False,False,True
0.7947247706422019,0.5791896869244936,0.6091549295774646,0.7830374753451677,0.043845663265306124,0.0,0.4796432339883335,0.3283433835139554,0.040741342037579786,0.004870645159372852,3.0505469038046246e-05,0.001959137979289113,0.3241462991853008,0.3056243367527414,0.12809865253221173,0.48180701256970043,False,False,True,False,False,False,False,False,False,False,False,True
0.32339449541284404,0.3149171270718233,0.1426056338028169,0.358974358974359,0.0353954081632653,0.003987240829346092,0.13631567421210855,0.11764568076503193,0.02322176745192869,0.015647011969557974,0.0005464648770124831,0.012781043007743258,0.05226209048361935,0.1510435090201627,0.08651663875302135,0.21349588885738588,False,False,False,True,False,False,False,False,False,False,True,False
0.673165137614679,0.6353591160220995,0.25880281690140844,0.7376725838264301,0.06792091836734694,0.0,0.2756773975193614,0.3343641210894489,0.007903888713246918,0.0010683637905515588,6.364450374844181e-05,0.004291445097490437,0.10677760443751078,0.14255394411036434,0.09077624517062217,0.32700122861733294,False,False,True,False,False,False,False,False,False,False,True,False
0.5733944954128442,0.7467771639042357,0.3028169014084507,0.3412228796844181,0.1277104591836735,0.0,0.8921539349778016,0.40059691981876877,0.03022845798691515,0.07948333356449515,0.000974419298769247,0.024162701744565727,0.09447044548448608,0.19897417757339936,0.05540283672420684,0.39514223608354593,False,False,False,True,False,False,False,False,False,False,True,False
0.19839449541284407,0.14917127071823205,0.18309859154929575,0.24457593688362916,0.008450255102040817,0.01820635504846031,0.0,0.1204006953131955,0.038004175531839136,0.016840599409150444,4.937935635654968e-05,0.002985353111297696,0.046541861674467,0.2978422355854262,0.15516457948727713,0.2778565352991211,False,False,True,False,False,False,False,True,False,False,False,False
0.375,0.5211786372007366,0.2676056338028169,0.19329388560157792,0.061383928571428575,0.0006563611826769721,0.3691492962232973,0.18293671431717337,0.009775187770761593,0.010011947762717037,0.0004942324911775551,0.004617968094038623,0.3188594210435084,0.2596391934913336,0.08228855413661192,0.2143464700878934,False,False,True,False,False,False,False,False,False,False,False,True
0.8440366972477065,0.6906077348066298,0.5404929577464788,0.8560157790927022,0.012436224489795918,0.016562384983437616,0.123972207290609,0.18502171682386181,0.03216526675268376,0.00737274047596875,2.8530294783784262e-05,0.0027054762571135367,0.31669266770670823,0.2536257516802264,0.47756539881620774,0.43313486437954823,False,False,True,False,False,False,False,False,False,False,False,True
0.5825688073394496,0.763351749539595,0.4066901408450703,0.2938856015779093,0.08067602040816325,0.021347073978652924,0.34528857831133414,0.33436880648834044,0.054882894275875616,0.13672678854837655,0.0001392497849254701,0.00928258233044127,0.3338533541341654,0.2688362221436151,0.09182835962925605,0.31679425385124277,False,False,True,False,False,False,False,True,False,False,False,False
0.4128440366972478,0.0027624309392265192,0.16197183098591547,0.39250493096646943,0.038584183673469385,0.0,0.15572677138704735,0.06198782733368005,0.03400238683197899,5.4686277112802294e-05,2.853029478378426e-06,0.0017259072674689802,0.06422256890275613,0.13795542978422354,0.0018788183012009218,0.23296474813344675,False,False,False,True,False,False,False,False,False,False,True,False
0.6272935779816514,0.5184162062615101,0.2605633802816901,0.6903353057199212,0.05054209183673469,0.002637713164028953,0.14796233251707183,0.14613290602495443,0.05130549455557359,0.0032716659698789575,1.7996032094386995e-05,0.0018658456945610596,0.10677760443751078,0.1544039617969579,0.09961008126677198,0.3291749362064077,False,False,True,False,False,False,False,False,False,False,True,False
0.34403669724770647,0.6141804788213628,0.125,0.1242603550295858,0.10809948979591838,0.016341553183658444,0.19782396623464535,0.21979206199719814,0.02942240375057321,0.029733087377178787,0.0001834717418403357,0.014833473271760425,0.015253943491073008,0.12327555712769722,0.05389097976895115,0.2129288347037142,True,False,False,False,False,False,False,False,False,False,True,False
0.41055045871559637,0.15046040515653775,0.3901408450704225,0.472189349112426,0.2611607142857143,0.02465955097534045,0.1892532202512493,0.19326801887278672,0.13225840446833173,0.012006808045223175,7.692206401320295e-05,0.019498087508163075,0.23383602010747095,0.35550053059780684,0.0012763355727689702,0.36546640204139497,True,False,False,False,False,False,False,True,False,False,False,False
0.36353211009174313,0.07918968692449356,0.375,0.5285996055226825,0.046556122448979595,0.041099251625567414,0.15781719723665613,0.11633376907543022,0.08679466694009849,0.006920984273732558,2.1617184893867306e-05,0.005037783375314862,0.7104350840700294,0.3799080297134772,0.016585225434406103,0.17843304035535393,True,False,False,False,False,False,False,True,False,False,False,False
0.41857798165137616,0.2946593001841621,0.3644366197183098,0.4260355029585799,0.06361607142857144,0.023064654643602012,0.10217205200183162,0.30431197259978726,0.05440723682898833,0.005894625884441557,0.00042356514563618176,0.0234163634667413,0.40180273877621764,0.3252564556066501,0.04424947186114231,0.2548908420754182,True,False,False,False,False,False,False,True,False,False,False,False
0.20068807339449543,0.3600368324125231,0.10176056338028168,0.10453648915187377,0.08673469387755102,6.13421666053245e-05,0.21973362002030702,0.17342066916866966,0.03616420720435895,0.03905551251543005,0.00022451147356777922,0.012687750723015206,0.12558502340093602,0.15900247612309867,0.038883628647012926,0.1244683867309328,True,False,False,False,False,False,False,False,False,False,True,False
0.6582568807339451,0.5276243093922651,0.32394366197183094,0.7159763313609467,0.3035714285714286,0.0,0.2427880308188497,0.3331178049843273,0.2758044164936356,0.10831687131090538,8.04334849096687e-05,0.02952700811642877,0.08641012307158957,0.18694729395118498,0.012989955845688295,0.4321897741234288,True,False,False,False,False,True,False,False,False,False,False,False
0.32912844036697253,0.22099447513812157,0.13556338028169013,0.4615384615384615,0.12818877551020408,0.0,0.13657448884110773,0.18646481968242365,0.06645817489952804,0.03522707684016351,0.0005941982548238145,0.015113350125944582,0.22646905876235046,0.14060841881853553,0.013866024018423007,0.13032794631887346,True,False,False,False,False,True,False,False,False,False,False,False
0.36582568807339455,0.2292817679558011,0.4014084507042253,0.3727810650887574,0.10395408163265306,0.030180345969819652,0.2704214696689164,0.3199705756949618,0.07189832893278988,0.0029066945117565595,4.839176922941869e-05,0.02556208601548652,0.2372161553128792,0.40537672444287226,0.019096858763298634,0.3734051601927984,True,False,False,False,False,False,False,True,False,False,False,False
0.5206422018348624,0.5027624309392266,0.3169014084507042,0.4682445759368836,0.09917091836734694,0.0,0.21455732744032333,0.4995993983947824,0.04136510839008468,0.018856858669657243,0.00045363168706216977,0.0311596230991697,0.09603050788698214,0.22921825256455602,0.04785782597110938,0.41149229751441263,True,False,False,False,False,True,False,False,False,False,False,False
0.3990825688073395,0.20257826887661143,0.4524647887323943,0.3826429980276134,0.333545918367347,0.02465955097534045,0.1673734296920106,0.4349408936929845,0.028405579148544687,0.004955448516634734,0.00018873887318503432,0.0202444257859875,0.2372161553128792,0.42518570923240184,0.0013768484860019418,0.42056516397315946,True,False,False,False,False,False,False,True,False,False,False,False
0.3486238532110092,0.423572744014733,0.3820422535211267,0.1282051282051282,0.23469387755102045,0.0,0.200123434669215,0.2850362415604252,0.10617414759052445,0.023778623609809455,0.00022385308214969187,0.023929471032745595,0.295978505806899,0.40166253979483546,0.013889219306092156,0.3180228711841981,True,False,False,False,False,True,False,False,False,False,False,False
0.40022935779816515,0.2697974217311234,0.34823943661971823,0.4319526627218935,0.04496173469387755,0.022573917310759414,0.3742658623504351,0.2896466740695969,0.022879977669734233,0.0018842988961693852,3.730884702494865e-05,0.021363933202724134,0.28020454151499397,0.32295719844357973,0.05836529128523306,0.29845950288252526,True,False,False,False,False,False,False,True,False,False,False,False
0.39564220183486243,0.3941068139963168,0.35035211267605626,0.30769230769230765,0.19882015306122452,0.016071647650595017,0.3345378167990603,0.4829990301224294,0.15586183717704424,0.10005409186105724,0.0006115358955001141,0.020011195074167366,0.1811405789564916,0.32844004244782454,0.01586379251279904,0.3674510915792458,True,False,False,False,False,False,False,True,False,False,False,False
0.34747706422018354,0.15745856353591162,0.35035211267605626,0.35601577909270216,0.009885204081632654,0.02220586431112747,0.14348284855362442,0.343247637387609,0.025967478702224194,0.007792794488574334,5.9255227627859623e-05,0.018191995521970334,0.389668920090137,0.36823487796250437,0.14376141921854485,0.24959833664114922,True,False,False,False,False,False,False,True,False,False,False,False
0.2947247706422018,0.18692449355432783,0.2799295774647887,0.33925049309664695,0.03220663265306122,0.03112501533554165,0.24708833542375921,0.35104882654184766,0.07036312316109977,0.007016090842624387,6.8033779869024e-05,0.006343875361507603,0.22464898595943833,0.33569154580827726,0.0573197190872238,0.2677440695586428,True,False,False,False,False,False,False,True,False,False,False,False
